Agreement Date,Institution Name,Plan Name,Availability of Credit Card Plan,Location,APR,Index,Variable Rate Index,Grace Period,Annual Fee,Late Fee,Telephone Number for Consumers
2015-07-31,BMO Harris Bank N.A.,MasterCard (No Rewards),Regional,"AZ, FL, IL, IN, KS, MN, MO, NV, WI",8.24,V,Prime,26,0,25,(888) 340-2265
2015-07-31,Bellco Credit Union,Visa Platinum,National,National,12.4,V,Prime,25,0,25,(800) 235-5261
2015-07-31,BECU,Visa,One State,WA,12.4,V,Prime,23,,25,(800) 233-2328
2015-07-31,BB&T,Visa,Regional,"AL, DC, FL, GA, IN, KY, MD, NJ, NC, OH, PA, SC, TN, TX, VA, WV",14.15,V,Prime,25,,,(800) 476-4228
2015-07-31,Baxter Credit Union,VISA Platinum With Points,National,National,13.2,F,,25,,,(800) 388-7000
2015-07-31,Barksdale Federal Credit Union,VISA,National,National,9.9,F,,25,0,10,(800) 647-2328
2015-07-31,BANAMEX USA,MASTERCARD PLATINUM,Regional,R,20.99,F,,25,35,15,(800) 222-1234
2015-07-31,Barclays Bank Delaware,Apple Rewards Visa,National,National,20.49,V,Prime,23,0,37,(866) 603-7217
2015-07-31,Banner Bank,TruRewards MasterCard,Regional,R,11.99,F,,25,0,20,(800) 272-9933
2015-07-31,Bankers' Bank of Kansas,Universal,Regional,"AR, KS, MO, NE",9.17,V,Prime,25,,25,(800) 675-6284
2015-07-31,Bank of the Cascades,MasterCard,Regional,"ID, OR",11.99,V,Prime,25,0,25,(877) 617-3400
2015-07-31,BANK OF LOUISIANA,"VISA, MASTERCARD",National,National,11.25,V,Prime,25,0,25,(800) 353-6454
2015-07-31,Bank of Jackson Hole,Visa,One State,WY,14.76,F,,25,,0,(888) 734-5444
2015-07-31,Bank of American Fork,Visa Platinum Credit Card,One State,UT,9.9,F,,21,,30,(800) 815-2265
2015-07-31,"Bank of America, N.A.",Bank of America Plat Plus Visa,National,National,16.99,V,Prime,25,0,27,(800) 932-2775
2015-07-31,BancorpSouth,MasterCard,Regional,"AL, AR, FL, LA, MS, MO, TN, TX",13.9,V,Prime,30,,25,(800) 844-2723
2015-07-31,Banco Popular North America,Banco Popular Platinum MasterCard,Regional,"FL, NJ, NY",,V,Prime,25,,,(800) 963-8738
2015-07-31,Arvest Bank,Visa,Regional,"AR, CO, KS, MS, MO, NM, OK, TN, TX",17.9,F,,0,,20,(800) 356-8085
2015-07-31,Arizona State Credit Union,VISA PLATINUM,One State,AZ,9.99,V,Prime,0,,25,(800) 453-9897
2015-01-31,DISCOVER BANK,DISCOVER IT CARD,National,National,17.99,V,Prime,25,0,35,(800) 347-3085
2015-01-31,Barclays Bank Delaware,Apple Rewards Visa,National,National,20.49,V,Prime,23,0,37,(866) 603-7217
2015-01-31,Union Bank and Trust Company,Visa Classic,Regional,"KS, NE",15,V,Prime,25,,20,(800) 297-2837
2015-01-31,TD Bank,TD Cash Rewards Visa,Regional,"CT, DE, DC, FL, ME, MD, MA, NH, NJ, NY, NC, PA, RI, SC, VT, VA",16.24,V,Prime,25,0,25,(888) 561-8861
2015-01-31,Suncoast Credit Union,Visa,National,National,12.9,F,,5,0,25,(800) 999-5887
2015-01-31,S&T Bank,VISA,One State,PA,9.25,V,Prime,25,,,(800) 325-2265
2015-01-31,M&T Bank,Visa,Regional,--,14.24,V,Prime,30,0,25,(800) 724-2440
2015-01-31,Heartland Bank,Classic Mastercard,One State,OH,15.65,V,Prime,25,,,(800) 697-0049
2015-01-31,FNBT.COM Bank,MasterCard,One State,FL,14.9,F,,30,,30,(850) 796-2000
2015-01-31,First State Bank of Newcastle,Visa/MC,Regional,"SD, WY",14.88,F,,35,9,0,(888) 788-2892
2015-01-31,First Command Bank,Visa Platinum,National,National,6.25,V,Prime,30,,5,(888) 763-7600
2015-01-31,"Capital One Bank (USA), NA",Capital One Platinum (MasterCard),National,National,24.9,V,Prime,25,19,,(800) 695-5500
2015-01-31,Bank of American Fork,Visa Platinum Credit Card,One State,UT,9.9,F,,21,,30,(800) 815-2265
2015-01-31,Banco Popular North America,Banco Popular Platinum MasterCard,Regional,"FL, NJ, NY",,V,,25,,,(800) 963-8738
2015-01-31,Affinity Federal Credit Union,Visa Platinum,National,National,8.6,F,,25,0,25,(800) 325-0808
2015-01-31,ZIONS BANCORPORATION,VISA,Regional,"AZ, CA, CO, ID, NV, UT",,V,,,,,(888) 758-5349
2015-01-31,World's Foremost Bank,Cabela's Visa Classic (Rewards),National,National,18.16,V,Other,25,,,(800) 850-8402
2015-01-31,Wings Financial Credit Union,Visa,National,National,8.99,F,,25,0,25,(800) 692-2274
2015-01-31,Whitney Bank,Visa,Regional,"AL, FL, LA, MS, TX",12.99,V,Prime,35,0,,(800) 844-4450
2015-01-31,WEST SUBURBAN BANK,VISA CLASSIC,One State,IL,13.75,V,Prime,25,,25,(630) 652-2000
2015-01-31,Wells Fargo Financial National Bank,Home Projects Visa,National,National,27.99,V,Prime,23,0,,(800) 459-8451
2015-01-31,"Wells Fargo Bank, NA",Visa Consumer Credit Card,National,National,18.62,V,Prime,25,,,(800) 642-4720
2015-01-31,Wayne Bank and Trust Co.,Visa Platinum,National,National,10.99,F,,25,0,18,(888) 769-2963
2015-01-31,Washington Trust Bank,Visa,Regional,"ID, OR, WA",11.24,V,Prime,25,36,25,(800) 788-4578
2015-01-31,WSECU,Visa Gold Rebate,National,National,9.75,V,Prime,25,0,25,(800) 562-0999
2015-01-31,VyStar Credit Union,Non-Variable Platinum,National,National,9.1,F,,25,,,(800) 445-6289
2015-01-31,"Virginia Credit Union, Inc.",Mastercard,National,National,14.49,F,,25,0,35,(800) 285-5051
2015-01-31,Vinton County National Bank,Visa Platinum,One State,OH,9.15,V,Prime,25,,25,(800) 542-5004
2015-01-31,Valley National Bank,MasterCard,One State,NJ,16.8,F,,25,,,(800) 522-4100
2015-01-31,USAA Savings Bank,MasterCard,National,National,16.4,V,Prime,25,,25,(800) 531-8722
2015-01-31,US Bank N.A N.D,Visa,National,National,15.49,V,Prime,25,,25,(800) 285-8585
2015-01-31,Union First Market Bank,Visa Platinum,One State,VA,8.99,V,Prime,25,,25,(800) 990-4828
2015-01-31,Trustmark National Bank,Visa,Regional,"AL,FL,MS,TN,TX",,V,,,,37,(601) 208-7685
2015-01-31,Tower Federal Credit Union,Gold MasterCard,National,National,10.9,F,,25,0,20,(800) 787-8328
2015-01-31,Tinker Federal Credit Union,Visa Platinum,National,National,9.75,V,Prime,25,,22,(800) 456-4828
2015-01-31,Think Mutual Bank,VISA,National,National,9.75,V,Prime,25,0,19,(800) 288-3425
2015-01-31,The North Side Bank & Trust Co.,Visa Classic,Regional,"IN, KY, OH",11,V,Prime,25,0,25,(513) 542-7800
2015-01-31,TIB-The Independent BankersBank,Visa,National,National,14.24,F,,25,,25,(800) 367-7576
2015-01-31,The Central Trust Bank,MasterCard/Visa,Regional,"AR, IL, IA, KS, KY, MO, NE, OK, TN",14.99,V,Prime,25,0,29,(800) 445-9272
2015-01-31,The Bank of Canton,Town of Canton Visa,One State,MA,9.74,V,Prime,25,,,(888) 828-1690
2015-01-31,Texas Bank and Trust,Visa Classic,One State,TX,13.92,F,,25,,,(800) 263-7013
2015-01-31,Teton Bancard Services,Teton Bancard Services,One State,MT,15.6,F,,25,,20,(888) 311-2531
2015-01-31,TCM Bank NA,Visa Platinum,National,National,9.99,V,Prime,25,0,25,(800) 883-0131
2015-01-31,Synovus Bank,Visa Platinum,National,National,14.23,V,Prime,25,,25,(800) 543-8227
2015-01-31,Synchrony Bank,"Gap Inc, Visa Card",National,National,23.99,V,Prime,23,0,25,(866) 450-4467
2015-01-31,SunTrust Bank,MasterCard Platinum with Rewards,Regional,"AL, DC, FL, GA, MD, NC, SC, TN, VA, WV",18.49,V,Prime,25,,,(800) 786-8788
2015-01-31,State Farm Bank®,State Farm Rewards VISA,National,National,16.74,V,Prime,24,0,,(800) 838-9657
2015-01-31,State Employees' Credit Union,Visa Classic,One State,NC,7.75,V,Six-month T-bill,21,,5,(800) 732-8562
2015-01-31,"State Employees Credit Union of Maryland, Inc.",Visa,National,National,13.99,V,Prime,25,0,25,(800) 879-7328
2015-01-31,State Bank of Cross Plains,VISA Platinum,One State,WI,14.99,F,,25,,,(877) 319-6525
2015-01-31,Solvay Bank,Visa Classic,One State,NY,14.88,F,,25,,,(315) 468-1661
2015-01-31,Service Credit Union,VISA,National,National,8.9,V,Prime,25,,20,(800) 936-7730
2015-01-31,--,MasterCard,National,National,9.75,F,,30,,,(800) 835-3728
2015-01-31,Security Service Federal Credit Union,Power MasterCard,National,National,6.49,V,Prime,25,0,25,(888) 415-7878
2015-01-31,SchoolsFirst FCU,Visa,One State,CA,12.5,V,Prime,25,,25,(800) 462-8328
2015-01-31,Rockland Federal Credit Union,Visa,One State,MA,9.9,F,,28,,15,(800) 562-7328
2015-01-31,Republic Bank & Trust Company,MasterCard,Regional,--,8.45,F,,25,,25,(866) 292-0856
2015-01-31,Regions Bank,Visa,Regional,"AL, AR, FL, GA, IL, IN, IA, KY, LA, MS, MO, NC, SC, TN, TX, VA",16.99,V,Prime,21,0,,(800) 253-2265
2015-01-31,Redstone Federal Credit Union,Visa Platinum,National,National,9.5,V,Prime,25,0,,(256) 722-3480
2015-01-31,RBC Bank (GA),Visa,National,National,14.99,V,Prime,21,0,35,(888) 257-6837
2015-01-31,Randolph-Brooks Federal Credit Union,Platinum CashBack Rewards MasterCard,National,National,13.9,V,Prime,25,0,20,(800) 580-3300
2015-01-31,Prosperity Bank,Visa Classic,Regional,"OK, TX",12.9,F,,5,0,15,(800) 531-1401
2015-01-31,PNC,PNC points® Visa®,Regional,--,16.99,V,Prime,21,,35,(800) 282-7541
2015-01-31,Pinnacle Bank,Visa,One State,NE,10.99,F,,25,,25,(800) 261-8852
2015-01-31,Peoples Security Bank & Trust Co,MasterCard,National,National,14.8,F,,28,,20,(800) 327-0394
2015-01-31,Pentagon Federal Credit Union,PenFed Platinum Cash Rewards Visa,National,National,9.99,V,Prime,25,25,,(800) 247-5626
2015-01-31,Pennsylvania State Employees Credit Union,Classic Visa,National,PA,9.9,F,,5,,20,(800) 237-7328
2015-01-31,Oregon Community Credit Union,Visa,National,National,13.24,V,Prime,25,,25,(800) 365-1111
2015-01-31,OnPoint Community Credit Union,Platinum Visa,Regional,"OR, WA",10.9,V,Prime,25,0,,(800) 527-3932
2015-01-31,One Nevada Credit Union,Visa,National,National,12.75,V,Prime,0,0,25,(800) 388-3000
2015-01-31,Old Line Bank,Visa,One State,MD,12.86,F,,0,,10,(301) 430-2500
2015-01-31,OHIO VALLEY BANK CO,VISA,Regional,"KY, OH, WV",10.25,V,Prime,25,0,15,(800) 468-6682
2015-01-31,Northwest Savings Bank,Northwest Loyalty Visa,Regional,"MD, NY, OH, PA",7.74,V,Prime,25,0,0,
2015-01-31,Northwest Federal Credit Union,Visa Platinum,National,National,12.5,V,Prime,25,,,(866) 709-8901
2015-01-31,Nordstrom fsb,Visa,National,National,16.9,V,Prime,25,,25,(877) 283-4044
2015-01-31,Newfield National Bank,Visa,One State,NJ,9.99,F,,25,,5,(800) 690-3440
2015-01-31,"NBH Bank, National Association",VISA PLATINUM,Regional,"CO, KS, MO",9.74,V,Prime,25,39,25,(866) 451-3327
2015-01-31,Navy Federal Credit Union,nRewards Visa,National,National,13.49,V,Prime,25,0,20,(888) 842-6328
2015-01-31,National Bank of Blacksburg,Visa,National,National,13.92,F,,30,,20,(800) 951-6235
2015-01-31,Mountain America Credit Union,VISA Platinum,National,National,7.99,V,Prime,25,0,,(800) 748-4302
2015-01-31,Morton Community Bank,Visa Gold,National,National,7.25,V,Prime,30,0,25,(309) 266-5337
2015-01-31,Missoula Federal Credit Union,Visa,National,National,12.4,F,,25,,25,(800) 254-1803
2015-01-31,Michigan State University Federal Credit Union,Platinum VISA,National,National,12.9,F,,25,0,15,(800) 678-6967
2015-01-31,Metro Credit Union,Visa Platinum,National,National,13.9,V,Prime,25,0,10,(877) 696-3876
2015-01-31,Merrick Bank,Visa Classic,National,National,24.08,V,Prime,25,0,27,(800) 253-2322
2015-01-31,Merck Employees FCU,Mastercard,National,National,8.28,V,Prime,25,0,0,(732) 594-3018
2015-01-31,MERCHANTS BANK NA,VISA CLASSIC SCORECARD,Regional,"IA, MN, WI",9.99,F,,25,0,7.8,(800) 944-6285
2015-01-31,Mercer Savings Bank,VISA,One State,OH,11.9,F,,25,,35,(419) 586-5159
2015-01-31,Lake Michigan Credit Union,Max Rewards Visa,National,National,13.88,V,Prime,25,,20,(800) 242-9790
2015-01-31,KeyBank National Association,Key2More Rewards MasterCard,Regional,National,16.99,V,Prime,30,0,35,(800) 539-2968
2015-01-31,Kentucky Bank,Visa / MasterCard,One State,KY,13.15,V,Prime,25,,20,(800) 467-1939
2015-01-31,JPMorgan Chase Bank N.A.,Visa,National,National,13.99,V,Prime,21,0,15,(800) 804-8516
2015-01-31,Johnson Bank,ELAN Visa Signature,National,National,15.49,V,Prime,27,,35,(800) 558-3424
2015-01-31,"INTRUST Bank, N.A.",VISA Platinum,National,National,10.9,V,Prime,25,0,,(800) 222-7458
2015-01-31,IDAHO INDEPENDENT BANK,VISA,One State,ID,10.17,V,Prime,25,,10,(800) 756-8300
2015-01-31,IBERIABANK,Visa Classic,National,National,10.25,V,Prime,25,0,,(800) 563-8891
2015-01-31,Hills Bank and Trust Company,Visa Platinum,One State,IA,8.75,V,Prime,25,,27,(800) 445-5725
2015-01-31,Hawthorn Bank,MasterCard,One State,MO,10.15,V,Prime,25,,,(800) 761-8362
2015-01-31,Gulf Coast Bank and Trust,Visa,One State,LA,17.9,F,,25,,,(504) 565-4645
2015-01-31,Golden 1 Credit Union,VISA,One State,CA,10.79,F,,25,,15,(877) 465-3361
2015-01-31,Gesa Credit Union,"Visa Credit Card, 21363",National,--,16.24,V,Prime,25,0,15,(888) 946-4372
2015-01-31,"FirstMerit Bank, N.A.",MasterCard Rewards Platinum,Regional,"IL, MI, OH, PA, WI",16.24,V,Prime,25,0,25,(888) 554-4362
2015-01-31,"First Tennessee Bank, N.A.",Visa,Regional,"AL, AR, GA, KY, MS, NC, TN, VA",13.62,V,Prime,25,0,35,(800) 234-2840
2015-01-31,First Technology Federal Credit Union,Visa,National,National,13.99,V,Prime,25,,,(855) 855-8805
2015-01-31,First State Bank,MasterCard Classic,One State,NM,9.99,F,,25,,1,(800) 423-7503
2015-01-31,First Security Bank,Visa,One State,AR,9.99,F,,25,,29,(501) 280-3516
2015-01-31,"First Niagara Bank, N.A.",Pinnacle Platinum MasterCard,Regional,"CT, MA, NJ, NY, PA",9.99,V,Prime,25,50,25,(800) 626-0900
2015-01-31,First National Bank of Omaha,Visa,National,National,15.99,V,Prime,21,,,(888) 530-3626
2015-01-31,First National Bank Alaska,MasterCard,One State,AK,13.9,F,,25,,,(800) 856-4362
2015-01-31,"First National Bank (Ft Pierre, SD)",First National Legacy Visa,National,National,29.9,F,,25,75,25,(888) 883-9824
2015-01-31,First Interstate Bank,First Rewards Wold MasterCard,Regional,"MT, SD, WY",19.25,V,Prime,30,,10,(888) 833-3454
2015-01-31,First Hawaiian Bank,MasterCard,One State,HI,15.24,V,Prime,25,,1,(800) 342-2778
2015-01-31,First Financial of Maryland Federal Credit Union,VISA,Regional,"DE, MD",,F,,30,0,15,(800) 903-3328
2015-01-31,First-Citizens Bank & Trust Company,VISA,Regional,"AZ, CA, CO, DC, FL, GA, KS, MD, MO, NM, NC, OK, OR, TN, TX, VA, WA, WV",16.49,V,Prime,21,0,25,(800) 763-0356
2015-01-31,"First Bank Texas, ssb.",Mastercard Regular,National,National,13.92,F,,25,0,0,(817) 553-2500
2015-01-31,Fifth Third Bank,Platinum MasterCard,Regional,"FL, GA, IL, IN, KY, MI, MO, NC, OH, PA, SC, TN, WV, WI",17.49,V,Prime,21,0,35,(800) 972-3030
2015-01-31,Farmers State Bank,Visa Platinum,One State,IA,8.25,V,Prime,25,,,(888) 461-0821
2015-01-31,Farmers & Merchants State Bank,MasterCard,National,National,15.99,F,,23,,,(800) 451-7843
2015-01-31,"Farm Bureau Bank, FSB",World MasterCard,National,National,16.99,V,Prime,23,0,15,(800) 492-3276
2015-01-31,ESL Federal Credit Unioin,ESL Visa Gold,One State,NY,13.99,V,Prime,25,,25,(800) 848-2265
2015-01-31,"Dollar Bank, FSB",Valued Customer Visa,Regional,"OH, PA",12.24,V,Prime,25,,35,(800) 447-2823
2015-01-31,Digital Federal Credit Union,DCU Visa Platinum,National,National,13.25,V,Prime,5,0,0.01,(800) 328-8797
2015-01-31,DFCU Financial,Visa Platinum,National,National,12.65,V,Prime,25,,25,(888) 336-2700
2015-01-31,Delta Community Credit Union,Visa Platinum Rewards,National,National,11.75,V,Prime,25,0,25,(800) 544-3328
2015-01-31,Delaware County Bank & Trust Co,Visa Gold,One State,DE,13.25,V,Prime,25,,,(800) 631-0322
2015-01-31,"Credit One Bank, N.A.",VISA,National,National,23.9,V,Prime,0,99,25,(877) 825-3242
2015-01-31,CoreFirst Bank & Trust,Visa Classic,Regional,"CO,KS",,V,,,,,(800) 230-0123
2015-01-31,Converse County Bank - 72258,Visa,National,National,9.45,F,,25,0,,(844) 780-5300
2015-01-31,Community State Bank,Visa Classic,One State,MI,9.9,F,,25,,,
2015-01-31,Commerce Bancshares Inc.,Special Connections Visa,Regional,"AR, CO, IL, IN, IA, KS, KY, MN, MO, NE, ND, OK, SD, TN, TX, WI, WY",15.24,V,Prime,25,0,27,(800) 645-2103
2015-01-31,City National Bank,Visa Platinum,National,--,,F,,,,,(800) 998-6207
2015-01-31,Citibank N.A.,ThankYou Preferred,National,National,17.99,V,Prime,23,0,35,(877) 842-6596
2015-01-31,Chemung Canal Trust Company,Visa Business Card,Regional,"NY, PA",8.65,V,Prime,25,25,25,(800) 836-3711
2015-01-31,"CHASE BANK USA, N.A.",Visa,National,National,13.99,V,Prime,21,0,15,(800) 804-8516
2015-01-31,Charter Oak Federal Credit Union,Visa Platinum Variable,National,National,9.25,V,Prime,25,0,25,(800) 962-3237
2015-01-31,CENTRAL BANK OF ST LOUIS,MASTERCARD/VISA,Regional,"AR, IL, IA, KS, KY, MO, NE, OK, TN",14.99,V,Prime,25,0,29,(800) 445-9272
2015-01-31,Central Bank & Trust Company,Visa,One State,KY,16.5,F,,27,,5,(800) 637-6884
2015-01-31,Boone County National Bank,Mastercard/Visa,Regional,"AR, IL, IA, KS, KY, MO, NE, OK, TN",14.99,V,Prime,25,0,29,(800) 445-9272
2015-01-31,BECU,Visa,One State,WA,12.4,V,Prime,23,,25,(800) 233-2328
2015-01-31,BMW Bank Of North America,BMW Platinum Visa,National,National,3.25,V,Prime,22,0,,(888) 269-2273
2015-01-31,BMO Harris Bank N.A.,MasterCard (No Rewards),Regional,"AZ, FL, IL, IN, KS, MN, MO, NV, WI",8.24,V,Prime,26,0,25,(888) 340-2265
2015-01-31,Compass Bank,ClearPoints - Visa,Regional,--,15.24,V,Prime,25,,35,(800) 239-5175
2015-01-31,BB&T,Visa,Regional,"AL, DC, FL, GA, IN, KY, MD, NC, SC, TN, TX, VA, WV",14.15,V,Prime,25,,,(800) 476-4228
2015-01-31,Baxter Credit Union,Visa Platinum with Points,National,National,13.2,F,,25,,,(800) 388-7000
2015-01-31,Barksdale Federal Credit Union,VISA,National,National,9.9,F,,25,0,10,(800) 647-2328
2015-01-31,Banner Bank - RSSD ID #352772,TruRewards MasterCard,Regional,"AK, KS,MO,NE",11.99,F,,25,0,20,(800) 272-9933
2015-01-31,Bank of the Cascades,MasterCard,Regional,"ID, OR",11.99,V,Prime,25,0,25,(877) 617-3400
2015-01-31,BANK OF LOUISIANA,"VISA, MASTERCARD",National,National,11.25,V,Prime,25,0,25,(800) 353-6454
2015-01-31,Bank of Jackson Hole,Visa,One State,WY,14.76,F,,25,,0,(888) 734-5444
2015-01-31,"Bank of America, N.A.",Bank of America Plat Plus Visa,National,National,16.99,V,Prime,25,0,25,(800) 932-2775
2015-01-31,Bankers' Bank of Kansas,Universal,Regional,"AK, CO, KS, MO, NE",9.17,V,Prime,25,,25,(800) 675-6284
2015-01-31,BancorpSouth,MasterCard,Regional,"AL, AR, FL, LA, MS, MO, TN, TX",13.9,V,Prime,30,,25,(800) 844-2723
2015-01-31,Banco Popular de Puerto Rico,Novel Dual,One State,PR,16.99,V,Prime,25,,,
2015-01-31,BANAMEX USA,MASTERCARD PLATINUM,Regional,--,20.99,F,,25,35,15,(800) 222-1234
2015-01-31,Arvest Bank,Visa,Regional,"AR, CO, KS, MS, MO, NM, OK, TN, TX",17.9,F,,0,,20,(800) 356-8085
2015-01-31,Arizona State Credit Union,VISA Platinum,One State,AZ,9.99,V,Prime,0,,25,(800) 453-9897
2015-01-31,Arizona Federal Credit Union,Visa Platinum,One State,AZ,12.87,V,Prime,25,,25,(800) 523-4603
2015-01-31,Arizona Central Credit Union,V1 Visa Classic,National,National,13.9,F,,25,0,,(866) 264-6421
2015-01-31,America First Federal Credit Union,VISA,National,National,12.5,V,Prime,30,15,35,(800) 999-3961
2015-01-31,American Express Centurion Bank,Blue Cash Every Day,National,National,17.24,V,Prime,0,0,26,(800) 635-5955
2015-01-31,"American Express Bank, FSB",American Express Gold Delta Skymiles Credit Card,National,National,13.24,V,Prime,25,95,26,(800) 430-1000
2015-01-31,The Amalgamated Bank of Chicago,Gold Plus,National,National,9.25,V,Prime,25,,35,(800) 365-6464
2015-01-31,Alaska USA Federal Credit Union,Visa Platinum,National,National,12.5,F,,25,50,1,(800) 525-9094
2015-01-31,1ST SUMMIT BANK,VISA,National,National,7.75,V,Prime,25,15,2,(888) 262-4010
2015-01-31,National Grand Bank,MasterCard,One State,MA,16.5,F,,25,,,(888) 631-1776
2014-07-31,Gulf Coast Bank and Trust,Visa,One State,LA,17.9,F,,25,,,(504) 565-4645
2014-07-31,West Suburban Bank,Visa Classic,One State,IL,13.75,V,Prime,25,,25,(630) 652-2000
2014-07-31,Wells Fargo Financial National Bank,Home Projects Visa,National,National,27.99,V,Prime,23,0,35,(800) 459-8451
2014-07-31,"Wells Fargo Bank, NA",Visa Consumer Credit Card,National,National,18.03,V,Prime,25,,35,(800) 642-4720
2014-07-31,Wayne Bank and Trust Co.,Visa Platinum,National,National,10.99,F,,25,0,18,(888) 769-2963
2014-07-31,WSECU,Visa Gold Rebate,National,National,9.75,V,Prime,25,0,25,(800) 562-0999
2014-07-31,Warren Federal Credit Union,MasterCard,National,National,13,V,Prime,30,0,25,(800) 368-9328
2014-07-31,VyStar Credit Union,Non-Variable Platinum Rewards,National,National,9.1,F,,30,0,25,(800) 445-6289
2014-07-31,"Virginia Credit Union, Inc.",Mastercard,National,National,14.49,F,,25,0,35,(800) 285-5051
2014-07-31,Valley National Bank,MasterCard,One State,NJ,16.8,F,,25,,29,(800) 522-4100
2014-07-31,Utah Community Federal Credit Union,Visa Credit Card,One State,UT,6.99,V,Prime,25,,25,(800) 453-8188
2014-07-31,USAA Savings Bank,MasterCard,National,National,16.4,V,Prime,25,,25,(800) 531-8722
2014-07-31,US Bank N.A N.D,Visa,National,National,17.99,V,Prime,27,,25,(800) 285-8585
2014-07-31,"United Bank, Inc.",Visa,Regional,"DC, KY, OH, PA, VA, WV",8.99,V,Prime,25,,15,(800) 242-7600
2014-07-31,Union First Market Bank,Visa Platinum,One State,VA,8.99,V,Prime,25,,25,(800) 990-4828
2014-07-31,"UMB Bank, n.a. 936855",UMB Visa Platinum,Regional,"AZ, CO, IL, KS, MO, NE, OK, TX",13.99,V,Prime,25,0,35,(855) 368-0410
2014-07-31,Trustmark National Bank,Visa,Regional,-,15.9,V,Other,30,,37,(601) 208-7685
2014-07-31,Toyota Financial Savings Bank,Toyota Rewards Visa,National,National,17.99,V,Prime,27,,25,(866) 614-8845
2014-07-31,Tower Federal Credit Union,Gold MasterCard,National,National,10.9,F,,25,0,20,(800) 787-8328
2014-07-31,Tinker Federal Credit Union,Visa Platinum,National,National,9.75,V,Prime,25,,22,(800) 456-4828
2014-07-31,TIB-The Independent BankersBank,Visa,National,National,14.24,V,Prime,25,,25,(800) 367-7576
2014-07-31,Think Mutual Bank,VISA,National,National,9.75,V,Prime,25,0,19,(800) 288-3425
2014-07-31,The North Side Bank & Trust Co.,Visa Classic,Regional,"IN, KY, OH",11,V,Prime,25,0,25,(513) 542-7800
2014-07-31,The Central Trust Bank,MasterCard/Visa,Regional,"AR, IL, IA, KS, KY, MO, NE, OK, TN",14.99,V,Prime,25,0,29,(800) 445-9272
2014-07-31,The Bank of Kentucky,VISA,Regional,"KY, OH",8.25,V,Prime,25,,25,(859) 372-5170
2014-07-31,The Bank of Canton,Town of Canton Visa,One State,MA,9.74,V,Prime,25,,10,(888) 828-1690
2014-07-31,The Adirondack Trust Company,Visa,One State,NY,15,F,,25,,20,(800) 485-7899
2014-07-31,Texas Bank and Trust,Visa Classic,Regional,-,13.92,F,,25,,,(800) 263-7013
2014-07-31,Teton Bancard Services,Teton Bancard Services,One State,MT,15.6,F,,25,,20,(888) 311-2531
2014-07-31,TCM Bank NA,Visa Platinum,National,National,9.99,V,Prime,25,0,25,(800) 883-0131
2014-07-31,Synovus Bank,Visa Platinum,National,National,12.74,V,Prime,25,,25,(800) 543-8227
2014-07-31,Synchrony Bank,"Gap Inc, Visa Card",National,National,23.99,V,Prime,23,0,25,(866) 450-4467
2014-07-31,"SunTrust Banks, Inc.",Master Card Platinum with Rewards,Regional,"AL, DC, FL, GA, MD, NC, SC, TN, VA, WV",18.49,V,Prime,25,,35,(800) 786-8788
2014-07-31,State Farm Bank®,State Farm Rewards VISA,National,National,16.74,V,Prime,24,0,35,(800) 838-9657
2014-07-31,State Employees' Credit Union,Visa Classic,One State,NC,7.75,V,Six-month T-bill,21,,5,(800) 732-8562
2014-07-31,"State Employees Credit Union of Maryland, Inc.",Visa,National,National,13.99,V,Prime,25,0,25,(800) 879-7328
2014-07-31,State Bank of Cross Plains,VISA Platinum,One State,WI,14.99,F,,25,,35,(877) 319-6525
2014-07-31,World's Foremost Bank,Cabela's Visa Classic (Rewards),National,National,18.14,V,Other,25,,35,(800) 850-8402
2014-07-31,Solvay Bank,Visa Classic,One State,NY,14.88,F,,25,,30,(315) 468-1661
2014-07-31,Service Credit Union,VISA,National,National,8.9,V,Prime,25,,20,(800) 936-7730
2014-07-31,Security State Bank,Mastercard,National,National,9.75,V,Prime,30,,35,(800) 835-3728
2014-07-31,Security Service Federal Credit Union,Power MasterCard,National,National,6.49,V,Prime,25,0,25,(888) 415-7878
2014-07-31,SchoolsFirst FCU,Visa,One State,CA,12.5,V,Prime,25,,25,(800) 462-8328
2014-07-31,Rockport National Bank,MasterCard,Regional,"CT, MA, NH, RI, VT",9.25,V,Prime,25,,10,(978) 546-3411
2014-07-31,Rockland Federal Credit Union,Visa,One State,MA,9.9,F,,28,,15,(800) 562-7328
2014-07-31,Republic Bank & Trust Company,Visa,Regional,-,8.45,F,,25,,25,(866) 292-0856
2014-07-31,Regions Bank,Visa,Regional,"AL, AR, FL, GA, IL, IN, IA, KY, LA, MS, MO, NC, SC, TN, TX, VA",16.99,V,Prime,21,0,35,(800) 253-2265
2014-07-31,Redstone Federal Credit Union,Visa Platinum,National,National,9.5,V,Prime,25,0,35,(256) 722-3480
2014-07-31,RBS CITIZENS GROUP,MASTERCARD,National,National,16.64,V,Other,21,0,,(800) 426-1114
2014-07-31,RBC Bank (GA),Visa,National,National,14.99,V,Prime,21,0,35,(888) 257-6837
2014-07-31,Randolph-Brooks Federal Credit Union,Platinum CashBack Rewards MasterCard,National,National,13.9,V,Prime,25,0,20,(800) 580-3300
2014-07-31,Prosperity Bank,Visa Classic,Regional,"OK, TX",12.9,F,,5,0,15,(800) 531-1401
